name	run	timing
benchmark/ssb/benchmarks/sf10/q4.1-t8.benchmark	4	0.148779
benchmark/ssb/benchmarks/sf10/q4.1-t8.benchmark	5	0.148978
benchmark/ssb/benchmarks/sf10/q4.2-t1.benchmark	1	0.552564
benchmark/ssb/benchmarks/sf10/q4.2-t1.benchmark	2	0.545566
benchmark/ssb/benchmarks/sf10/q4.2-t1.benchmark	3	0.540559
benchmark/ssb/benchmarks/sf10/q4.2-t1.benchmark	4	0.538141
benchmark/ssb/benchmarks/sf10/q4.2-t1.benchmark	5	0.538322
benchmark/ssb/benchmarks/sf10/q4.2-t4.benchmark	1	0.160647
benchmark/ssb/benchmarks/sf10/q4.2-t4.benchmark	2	0.157675
benchmark/ssb/benchmarks/sf10/q4.2-t4.benchmark	3	0.158615
benchmark/ssb/benchmarks/sf10/q4.2-t4.benchmark	4	0.159013
benchmark/ssb/benchmarks/sf10/q4.2-t4.benchmark	5	0.159831
benchmark/ssb/benchmarks/sf10/q4.2-t8.benchmark	1	0.103308
benchmark/ssb/benchmarks/sf10/q4.2-t8.benchmark	2	0.101779
benchmark/ssb/benchmarks/sf10/q4.2-t8.benchmark	3	0.103926
benchmark/ssb/benchmarks/sf10/q4.2-t8.benchmark	4	0.102816
benchmark/ssb/benchmarks/sf10/q4.2-t8.benchmark	5	0.105271
benchmark/ssb/benchmarks/sf10/q4.3-t1.benchmark	1	0.490729
benchmark/ssb/benchmarks/sf10/q4.3-t1.benchmark	2	0.498161
benchmark/ssb/benchmarks/sf10/q4.3-t1.benchmark	3	0.499217
benchmark/ssb/benchmarks/sf10/q4.3-t1.benchmark	4	0.498734
benchmark/ssb/benchmarks/sf10/q4.3-t1.benchmark	5	0.499157
benchmark/ssb/benchmarks/sf10/q4.3-t4.benchmark	1	0.137176
benchmark/ssb/benchmarks/sf10/q4.3-t4.benchmark	2	0.137499
benchmark/ssb/benchmarks/sf10/q4.3-t4.benchmark	3	0.135785
benchmark/ssb/benchmarks/sf10/q4.3-t4.benchmark	4	0.138584
benchmark/ssb/benchmarks/sf10/q4.3-t4.benchmark	5	0.138332
benchmark/ssb/benchmarks/sf10/q4.3-t8.benchmark	1	0.087095
benchmark/ssb/benchmarks/sf10/q4.3-t8.benchmark	2	0.085516
benchmark/ssb/benchmarks/sf10/q4.3-t8.benchmark	3	0.087705
benchmark/ssb/benchmarks/sf10/q4.3-t8.benchmark	4	0.086421
benchmark/ssb/benchmarks/sf10/q4.3-t8.benchmark	5	0.086533
benchmark/ssb/benchmarks/sf100/q1.1-t1.benchmark	1	2.901433
benchmark/ssb/benchmarks/sf100/q1.1-t1.benchmark	2	2.855210
benchmark/ssb/benchmarks/sf100/q1.1-t1.benchmark	3	2.836190
benchmark/ssb/benchmarks/sf100/q1.1-t1.benchmark	4	2.809658
benchmark/ssb/benchmarks/sf100/q1.1-t1.benchmark	5	2.806660
benchmark/ssb/benchmarks/sf100/q1.1-t4.benchmark	1	0.828305
benchmark/ssb/benchmarks/sf100/q1.1-t4.benchmark	2	0.813562
benchmark/ssb/benchmarks/sf100/q1.1-t4.benchmark	3	0.820077
benchmark/ssb/benchmarks/sf100/q1.1-t4.benchmark	4	0.809338
benchmark/ssb/benchmarks/sf100/q1.1-t4.benchmark	5	0.815397
benchmark/ssb/benchmarks/sf100/q1.1-t8.benchmark	1	0.510583
benchmark/ssb/benchmarks/sf100/q1.1-t8.benchmark	2	0.509630
benchmark/ssb/benchmarks/sf100/q1.1-t8.benchmark	3	0.519995
benchmark/ssb/benchmarks/sf100/q1.1-t8.benchmark	4	0.509040
benchmark/ssb/benchmarks/sf100/q1.1-t8.benchmark	5	0.499790
benchmark/ssb/benchmarks/sf100/q1.2-t1.benchmark	1	2.470286
benchmark/ssb/benchmarks/sf100/q1.2-t1.benchmark	2	2.443504
benchmark/ssb/benchmarks/sf100/q1.2-t1.benchmark	3	2.444657
benchmark/ssb/benchmarks/sf100/q1.2-t1.benchmark	4	2.442437
benchmark/ssb/benchmarks/sf100/q1.2-t1.benchmark	5	2.444285
benchmark/ssb/benchmarks/sf100/q1.2-t4.benchmark	1	0.695022
benchmark/ssb/benchmarks/sf100/q1.2-t4.benchmark	2	0.695113
benchmark/ssb/benchmarks/sf100/q1.2-t4.benchmark	3	0.684479
benchmark/ssb/benchmarks/sf100/q1.2-t4.benchmark	4	0.693103
benchmark/ssb/benchmarks/sf100/q1.2-t4.benchmark	5	0.694059
benchmark/ssb/benchmarks/sf100/q1.2-t8.benchmark	1	0.430342
benchmark/ssb/benchmarks/sf100/q1.2-t8.benchmark	2	0.428616
benchmark/ssb/benchmarks/sf100/q1.2-t8.benchmark	3	0.431485
benchmark/ssb/benchmarks/sf100/q1.2-t8.benchmark	4	0.430748
benchmark/ssb/benchmarks/sf100/q1.2-t8.benchmark	5	0.434432
benchmark/ssb/benchmarks/sf100/q1.3-t1.benchmark	1	2.312244
benchmark/ssb/benchmarks/sf100/q1.3-t1.benchmark	2	2.283686
benchmark/ssb/benchmarks/sf100/q1.3-t1.benchmark	3	2.283557
benchmark/ssb/benchmarks/sf100/q1.3-t1.benchmark	4	2.288698
benchmark/ssb/benchmarks/sf100/q1.3-t1.benchmark	5	2.287958
benchmark/ssb/benchmarks/sf100/q1.3-t4.benchmark	1	0.630304
benchmark/ssb/benchmarks/sf100/q1.3-t4.benchmark	2	0.621695
benchmark/ssb/benchmarks/sf100/q1.3-t4.benchmark	3	0.621469
benchmark/ssb/benchmarks/sf100/q1.3-t4.benchmark	4	0.616566
benchmark/ssb/benchmarks/sf100/q1.3-t4.benchmark	5	0.622387
benchmark/ssb/benchmarks/sf100/q1.3-t8.benchmark	1	0.395106
benchmark/ssb/benchmarks/sf100/q1.3-t8.benchmark	2	0.386449
benchmark/ssb/benchmarks/sf100/q1.3-t8.benchmark	3	0.381778
benchmark/ssb/benchmarks/sf100/q1.3-t8.benchmark	4	0.389506
benchmark/ssb/benchmarks/sf100/q1.3-t8.benchmark	5	0.384090
benchmark/ssb/benchmarks/sf100/q2.1-t1.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 12: GROUP BY d_year, p_brand1
                          ^
benchmark/ssb/benchmarks/sf100/q2.1-t4.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 12: GROUP BY d_year, p_brand1
                          ^
benchmark/ssb/benchmarks/sf100/q2.1-t8.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 12: GROUP BY d_year, p_brand1
                          ^
benchmark/ssb/benchmarks/sf100/q2.2-t1.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 7:   AND p_brand1 BETWEEN 'MFGR#2221' AND 'MFGR#2228'
  AND s_region = 'ASIA'
GROUP BY d_year, p_brand1
ORDER BY d_year, p_brand1;...
              ^
benchmark/ssb/benchmarks/sf100/q2.2-t4.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 7:   AND p_brand1 BETWEEN 'MFGR#2221' AND 'MFGR#2228'
  AND s_region = 'ASIA'
GROUP BY d_year, p_brand1
ORDER BY d_year, p_brand1;...
              ^
benchmark/ssb/benchmarks/sf100/q2.2-t8.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 7:   AND p_brand1 BETWEEN 'MFGR#2221' AND 'MFGR#2228'
  AND s_region = 'ASIA'
GROUP BY d_year, p_brand1
ORDER BY d_year, p_brand1;...
              ^
benchmark/ssb/benchmarks/sf100/q2.3-t1.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 10:   AND p_brand1 = 'MFGR#2221'
               ^
benchmark/ssb/benchmarks/sf100/q2.3-t4.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 10:   AND p_brand1 = 'MFGR#2221'
               ^
benchmark/ssb/benchmarks/sf100/q2.3-t8.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 10:   AND p_brand1 = 'MFGR#2221'
               ^
benchmark/ssb/benchmarks/sf100/q3.1-t1.benchmark	1	8.447584
benchmark/ssb/benchmarks/sf100/q3.1-t1.benchmark	2	8.331533
benchmark/ssb/benchmarks/sf100/q3.1-t1.benchmark	3	8.336563
benchmark/ssb/benchmarks/sf100/q3.1-t1.benchmark	4	8.291543
benchmark/ssb/benchmarks/sf100/q3.1-t1.benchmark	5	8.337559
benchmark/ssb/benchmarks/sf100/q3.1-t4.benchmark	1	2.435793
benchmark/ssb/benchmarks/sf100/q3.1-t4.benchmark	2	2.395882
benchmark/ssb/benchmarks/sf100/q3.1-t4.benchmark	3	2.421114
benchmark/ssb/benchmarks/sf100/q3.1-t4.benchmark	4	2.408141
benchmark/ssb/benchmarks/sf100/q3.1-t4.benchmark	5	2.409593
benchmark/ssb/benchmarks/sf100/q3.1-t8.benchmark	1	1.519987
benchmark/ssb/benchmarks/sf100/q3.1-t8.benchmark	2	1.525665
benchmark/ssb/benchmarks/sf100/q3.1-t8.benchmark	3	1.516619
benchmark/ssb/benchmarks/sf100/q3.1-t8.benchmark	4	1.540437
benchmark/ssb/benchmarks/sf100/q3.1-t8.benchmark	5	1.548976
benchmark/ssb/benchmarks/sf100/q3.2-t1.benchmark	1	5.791338
benchmark/ssb/benchmarks/sf100/q3.2-t1.benchmark	2	5.733451
benchmark/ssb/benchmarks/sf100/q3.2-t1.benchmark	3	5.736389
benchmark/ssb/benchmarks/sf100/q3.2-t1.benchmark	4	5.737773
benchmark/ssb/benchmarks/sf100/q3.2-t1.benchmark	5	5.757232
benchmark/ssb/benchmarks/sf100/q3.2-t4.benchmark	1	1.583687
benchmark/ssb/benchmarks/sf100/q3.2-t4.benchmark	2	1.575604
benchmark/ssb/benchmarks/sf100/q3.2-t4.benchmark	3	1.575479
benchmark/ssb/benchmarks/sf100/q3.2-t4.benchmark	4	1.571698
benchmark/ssb/benchmarks/sf100/q3.2-t4.benchmark	5	1.603958
benchmark/ssb/benchmarks/sf100/q3.2-t8.benchmark	1	0.976905
benchmark/ssb/benchmarks/sf100/q3.2-t8.benchmark	2	0.955112
benchmark/ssb/benchmarks/sf100/q3.2-t8.benchmark	3	0.973153
benchmark/ssb/benchmarks/sf100/q3.2-t8.benchmark	4	0.964377
benchmark/ssb/benchmarks/sf100/q3.2-t8.benchmark	5	0.958801
benchmark/ssb/benchmarks/sf100/q3.3-t1.benchmark	1	5.172994
benchmark/ssb/benchmarks/sf100/q3.3-t1.benchmark	2	5.079099
benchmark/ssb/benchmarks/sf100/q3.3-t1.benchmark	3	5.112268
benchmark/ssb/benchmarks/sf100/q3.3-t1.benchmark	4	5.082483
benchmark/ssb/benchmarks/sf100/q3.3-t1.benchmark	5	5.077412
benchmark/ssb/benchmarks/sf100/q3.3-t4.benchmark	1	1.375965
benchmark/ssb/benchmarks/sf100/q3.3-t4.benchmark	2	1.354575
benchmark/ssb/benchmarks/sf100/q3.3-t4.benchmark	3	1.353772
benchmark/ssb/benchmarks/sf100/q3.3-t4.benchmark	4	1.362943
benchmark/ssb/benchmarks/sf100/q3.3-t4.benchmark	5	1.354750
benchmark/ssb/benchmarks/sf100/q3.3-t8.benchmark	1	0.838854
benchmark/ssb/benchmarks/sf100/q3.3-t8.benchmark	2	0.822007
benchmark/ssb/benchmarks/sf100/q3.3-t8.benchmark	3	0.825554
benchmark/ssb/benchmarks/sf100/q3.3-t8.benchmark	4	0.828879
benchmark/ssb/benchmarks/sf100/q3.3-t8.benchmark	5	0.818667
benchmark/ssb/benchmarks/sf100/q3.4-t1.benchmark	1	3.551861
benchmark/ssb/benchmarks/sf100/q3.4-t1.benchmark	2	3.469988
benchmark/ssb/benchmarks/sf100/q3.4-t1.benchmark	3	3.475022
benchmark/ssb/benchmarks/sf100/q3.4-t1.benchmark	4	3.463795
benchmark/ssb/benchmarks/sf100/q3.4-t1.benchmark	5	3.470899
benchmark/ssb/benchmarks/sf100/q3.4-t4.benchmark	1	0.976880
benchmark/ssb/benchmarks/sf100/q3.4-t4.benchmark	2	0.962796
benchmark/ssb/benchmarks/sf100/q3.4-t4.benchmark	3	0.963081
benchmark/ssb/benchmarks/sf100/q3.4-t4.benchmark	4	0.957682
benchmark/ssb/benchmarks/sf100/q3.4-t4.benchmark	5	0.963640
benchmark/ssb/benchmarks/sf100/q3.4-t8.benchmark	1	0.609779
benchmark/ssb/benchmarks/sf100/q3.4-t8.benchmark	2	0.603844
benchmark/ssb/benchmarks/sf100/q3.4-t8.benchmark	3	0.600883
benchmark/ssb/benchmarks/sf100/q3.4-t8.benchmark	4	0.592949
benchmark/ssb/benchmarks/sf100/q3.4-t8.benchmark	5	0.594895
benchmark/ssb/benchmarks/sf100/q4.1-t1.benchmark	1	9.849451
benchmark/ssb/benchmarks/sf100/q4.1-t1.benchmark	2	8.393817
benchmark/ssb/benchmarks/sf100/q4.1-t1.benchmark	3	8.304562
benchmark/ssb/benchmarks/sf100/q4.1-t1.benchmark	4	8.297302
benchmark/ssb/benchmarks/sf100/q4.1-t1.benchmark	5	8.337196
benchmark/ssb/benchmarks/sf100/q4.1-t4.benchmark	1	2.298512
benchmark/ssb/benchmarks/sf100/q4.1-t4.benchmark	2	2.282636
benchmark/ssb/benchmarks/sf100/q4.1-t4.benchmark	3	2.304318
benchmark/ssb/benchmarks/sf100/q4.1-t4.benchmark	4	2.265969
benchmark/ssb/benchmarks/sf100/q4.1-t4.benchmark	5	2.272814
benchmark/ssb/benchmarks/sf100/q4.1-t8.benchmark	1	1.414345
benchmark/ssb/benchmarks/sf100/q4.1-t8.benchmark	2	1.424210
benchmark/ssb/benchmarks/sf100/q4.1-t8.benchmark	3	1.405940
benchmark/ssb/benchmarks/sf100/q4.1-t8.benchmark	4	1.438106
benchmark/ssb/benchmarks/sf100/q4.1-t8.benchmark	5	1.420677
benchmark/ssb/benchmarks/sf100/q4.2-t1.benchmark	1	6.576118
benchmark/ssb/benchmarks/sf100/q4.2-t1.benchmark	2	6.494794
benchmark/ssb/benchmarks/sf100/q4.2-t1.benchmark	3	6.497220
benchmark/ssb/benchmarks/sf100/q4.2-t1.benchmark	4	6.427173
benchmark/ssb/benchmarks/sf100/q4.2-t1.benchmark	5	6.437803
benchmark/ssb/benchmarks/sf100/q4.2-t4.benchmark	1	1.942260
benchmark/ssb/benchmarks/sf100/q4.2-t4.benchmark	2	1.900221
benchmark/ssb/benchmarks/sf100/q4.2-t4.benchmark	3	1.961424
benchmark/ssb/benchmarks/sf100/q4.2-t4.benchmark	4	1.891233
benchmark/ssb/benchmarks/sf100/q4.2-t4.benchmark	5	1.892517
benchmark/ssb/benchmarks/sf100/q4.2-t8.benchmark	1	1.269383
benchmark/ssb/benchmarks/sf100/q4.2-t8.benchmark	2	1.234804
benchmark/ssb/benchmarks/sf100/q4.2-t8.benchmark	3	1.236790
benchmark/ssb/benchmarks/sf100/q4.2-t8.benchmark	4	1.271741
benchmark/ssb/benchmarks/sf100/q4.2-t8.benchmark	5	1.237757
benchmark/ssb/benchmarks/sf100/q4.3-t1.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 19: GROUP BY d_year, s_city, p_brand1
                                  ^
benchmark/ssb/benchmarks/sf100/q4.3-t4.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 19: GROUP BY d_year, s_city, p_brand1
                                  ^
benchmark/ssb/benchmarks/sf100/q4.3-t8.benchmark	1	INCORRECT
INCORRECT RESULT: Binder Error: Referenced column "p_brand1" not found in FROM clause!
Candidate bindings: "part.p_brand", "part.p_name", "part.p_mfgr", "part.p_color", "supplier.s_region"
LINE 19: GROUP BY d_year, s_city, p_brand1
                                  ^
